texts,labels
他们有病吧，钱没地方去，怎么想的，脑子有屎,4
希腊呀？但我有可能要去，我不想他们和我去一个地方,1
啊~~~也是我最爱的老师,1
好，本来说这周末来找你的，但还是忍住这深深地的相思之情,2
嗯嗯…好烦好不开心啊…,2
小镇的周末，一家子睡到自然醒，直到楼下街道的喧嚣，知道今天是赶集的日子。,0
你改名了呀！我的是你原来的名字，,4
但是也不方便的！最难忍受的是他们说的话很难听…,3
七班威武！,1
《写给2011》从今天起，做一个简单的人，踏实而务实。,0
我还是回了他一条短信，我说老子就是不交！结果他没有张我！,4
赶紧努力，钱存起来,0
你的财政支出究竟想占到gdp的多少比例？,3
难道城乡永远保持现在格局？,4
记得提醒我下午跟阿锋拿卡啊！！,2
晕，以后坚决不能找属蛇的,3
官来官走，车来车去，整天干部在换新车！,3
幸福好似离我越来越远了…,2
中国电影需要巨星，范冰冰有资格成为这个时代的巨星。,1
你以为我想背龟壳哦？！汗,3
对一个恶意杀死被撞者的肇事司机，法院给平台，央视给平台，居然还有免死的可能？,4
在啊，当时也看到的，那个女猪脚把帽子压的很低,3
好毒啊...,3
谢谢小懒~,1
京东上就可以申请，非常方便。,0
很不明白一个男人，在十几平米的小屋想好日子，而不知道每天比别人多干几个小时！,3
很国际化有木有，有木有？,1
无论我翻阅多少高山，无论我描绘多少图景，我都无法述说她的美丽……,1
加油！！！,1
你们人在哪里！！,0
隔着的级别太多了，最有用的是投诉到保安队长或者办公室主任~,3
你用的是什么牌子的啊？,0
的确。。。,3
mb俩坑爹的货！！！！,4
那回到你的判断。我被什么方式洗脑了？,0
方这种傻逼，太把自己当教主了,4
傻儿纸这辈子在波尔蒂面前就是毫无原则彻彻底底的loser…,2
好的乖，准备好战衣！,0
你才是猪呢…我昨晚一宿没睡！,4
闺女！妈想你,4
我赞成！很多是素质低，家长怕小孩练变样,1
决对的…今晚又要去挂了…,0
有疑问？一个跆拳道裁判最起码是黑带了以上的怎么没反抗呢？求真相！,4
身边总有些人，你看见他整天都开心，率真得像个小孩，人人都羡慕他；其实，你哪里知道：前一秒人后还伤心地流着泪的他，后一秒人前即刻洋溢灿烂笑容。,2
泥坑你坑爹！,4
同学你疯了啊？卷子做完啦？做完给我抄~,4
买了票跟国安球迷一起吗？,4
全踏马的是肌肉啊！！,4
抱歉我自己。,2
流鼻涕不？咳嗽有没有痰啊？,0
大三呐，上次师大传播人关于微博的沙龙记得否？,0
推荐哦~总统也是人呐~,1
希望下次可以去远d同好玩d既地方，当然隔壁的必须还是你……,1
喜欢范冰冰的青春表演和艾嘉的人物刻划，很成功！,1
妈咧，看到他深遂的眼神，我都晕了,1
以后房地产看来不好做了，换个行当试试。,0
登陆玩家社区大家都有信息，只有我--显示没有角色。,4
新年丽江之行很幸福认识了很多热情的朋友，也很幸运看到了很多感人的美景，做了很多的第一次，感动了疯狂了。,1
五系啊…我一号就翻学拉，甘中秋要放假的麻,0
锅，报你的名字拍照又没得优惠？,0
并不是因为事情难我们不敢做，而是因为我们不敢做事情才难的。,0
0比3了，濒死！,3
有你地夫妻档祝福我真系好开心~,3
不可以这么补吧，不怕上火？,3
《青年文摘》打电话来，说已经用了我的文章，要给我一百块钱，被我粗暴挂断，孙子。,4
个你阿好册发了闹~,3
要是哪个记者采访我，我都先跟他睡一晚再说，外面会不会一片赞扬之声，我的照片也不会p丑了？,3
纳闷了，一大早的老婆婆老爹爹的来挤神马公交啊，让位啊，人都还没睡醒，不让位啊看那老头老太的晃悠有于心不忍！,3
不知道的还以为是精神病院呢。。。,3
要不咱俩约约么！,0
很怀念有木有..?,2
我不想鸟你吗微薄你非主流照片！,3
多少人爱你青春年轻的时辰，只有一人爱你朝圣者般的灵魂和衰老了脸上的皱纹。。。。。。,1
呵呵~韩庚皮肤很好，脸很小哦，而且人也很随和，最后还跟我们来了个大合照呢~,1
你们两个是不是要笑死我！,4
那要装修的话你们都要搬走了？,0
所以像你这种货，骂你算骂的太轻了，真的是脑子里有屎。,4
昨晚看的2003年的经典电影《火柴男人》，除去我最喜欢的尼古拉斯凯奇这个演员不说，剧情也是相当nb，真正的高潮在电影快结尾的时候，凯奇去前妻家找女儿，却被告知根本没有孩子。,1
草泥马的房东，自己家用水我们水表在转，有木有？,4
都好看啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！,1
我建议再来一次虎门销烟，把游戏机、老虎机统统堆在一起烧掉！,3
结果什么都没买就回去了真心吃不下！我会不会死掉啊？我不想死啊！,2
其实你应该注意下自己的言行。不要太目中无人啦。,1
哪有啊~你都未生日~再加上~我最近先霖到甘嘎送礼法嘛,2
我们只是一种猜测，毕竟没有父母会心甘情愿丢掉自己的亲骨肉,0
没事，不用心疼我哈…我都听出几分心疼的感觉了…,4
如果大家能确定这幅照片及文字内容的真实性，那就.人肉这个畜生!,4
怒而且传完替我还跟我说神马转码失败！,4
嘿嘿，jmn漏油那是飞溅自润滑系统，起到保护底盘的作用，吱吱响那是转向提示系统，在一定范围内起到提醒路人注意的目的，属于主动安全范畴，转向提示系统和安全预警系统，多么滴人性化！,1
我差点投身热气球飞行。,4
太帅了啦！,1
我要中秋节后才能确定，不过去的希望很大~,0
嗯是撒，我很少弄东西，要吃我弄的东西必须要预约撒,1
别以为我是没主见的小绵羊，想在我这里听什么附和的话，免了吧，倚老卖老一边去，我怎么想就怎么说，不爱听就别让我评理，关我屁事啊你妹，爱离不离，跟我有半毛钱关系！,4
没有啦!混蛋..,4
有群众打砸政府办公楼。,0
额…你刻完不看下的啊？现在的盘很容易被刻坏的啊…杯具,2
这是伊利开发的新型牛奶吗？貌似呈透明状。,0
这位哥是在问你啊？？,0
哎。神马时候出来咯？你又不回我信息了,2
为什么那么多年我们的旅游业没有一点进步，总让跟团得我们觉得旅游是遭罪？,3
我被我爸打都没有现在这样委屈过！！,2
完了，我把他放到了后怎么解除？,2
死了都要爱！,1
哥真的不想跟你说话啊。。,3
燥郁得差点写成大便前燥郁症。诶,2
在哪里啊?,2
真心觉得伤感，没的盼头了泪,2
若签约活塞队先发后卫斯塔基，宏远无疑将组成一支足以称霸中国cba乃至整个亚洲的无敌之师。,0
你娜杯子确实有点无敌了哈`,1
我要进口的~,1
我不淡定啦！,2
宿舍是空空的，看见就难受,0
下达见卡打死命令的有罪！,4
又阳光，又清帅。,1
有人为变相攻击改革开放，总说过去多好多好，人多单纯，老大爷倒地后人民群众为了抢着扶能打起来，社会安全到几乎道不拾移夜不闭户，俺终于忍不住回了句：真相是大家都穷疯了，走路不抬头只看地都见不着钱，不闭户那是人民相信贼来了真没啥值得偷的。,3
尼玛的.,4
国奥队你们还有脸坐商务舱呀，你们的飞机就该掉下来把你们扔死海里，不要脸的王大雷你还说阿曼太热了，南极冷你们又受不了，本来不想说你们了，什么玩意呢，国家也是你们溅呀，这个队连空调屋都别给他们，看看我们的后备力量在土地上练球，你们怎么不播经费给孩子们呢！,4
别管在哪里，发工资才是重点,0
跑遍整个学校为什么所有的饮料摊全关了…,4
突然之间好怀念……,2
写的水平高低无所谓，真实就行！真理就行！,1
我要明不能第一排，就跟你挤挤，我就看看乔尔,1
我老婆告诉我的，没想到入戏了，给我俩气够呛，晕,2
郁闷死了……,3
真可怜！啦啦啦啦,2
只不过刚好伤心不已，只不过刚好决定放弃，只不过刚好忘记哭泣，只不过刚好遇见你，人生若只如初见，何事秋风悲画扇。,2
我指的就是虫子啊~~,4
起的早的很嘛？？,1
一直都是2个店的~~,0
好像许久没见到舅舅了，好想念!,1
呵呵虽然这是个利益当头的年代，但我依然坚信，雷锋式的人物还是有的！,1
印度很烦躁！,3
你麽是睡觉了咩？,3
哎····女人是可怕的动物·,2
唉。你个晦气鬼儿。电脑被偷也没见你红么。,3
呜~搞得我现在在计算机前哭~,2
毛毛很可有能是被坏老婆下了慢毒之类的。。房呀车呀这都是要独吞啊！,0
靠！都不知道要考到什么时候。我现在就开始在等假！,4
同时表示一点杞人之忧。,0
是阿，看着就碍眼。我在回来的路上.,3
一闻到味道、瞬间都甜得头晕啊~~生病~~~忏悔、反省ing……,3
为什么每次whyme碰到南航都要出身汗呢！,3
居然仲得闲上围脖？？,3
湾湾人到大陆的福利就是好　羡慕阿~~~,1
你们的音乐梦想牌子，不都挂给我们了么？偷回去的吧？,3
有没？我要被关掉了,0
哇啦哇啦~~~~~泪,2
在这里房子的功能已经不在是为了居住，而演变成了炒钱的工具。,2
开始活动了啊！介石那啊？,4
你们两个富二代的恩怨不要牵扯到我们穷人家的孩子.,3
女人天生专情，但她会对某一个人绝情。,0
我要不是一个一个看过来真的没看到了就。。。,4
是啊。。。好象是什么松饼吧,0
亲爱的，怎么了？想你了,1
可惜没泡澡的地方啊！我好想泡到酸奶里啊！,2
我不得不将错就错，一直错下去，原谅我吧，本身就是一个错误！,2
可谓叫天不应，叫地不灵。,2
可惜我没有搞到男生的合影让你们饱眼福。,2
4个影响百度排名的因素:第一个因素，url路径存在的时间长短;第二个因素，关键词出现的次数。,0
明明很孤单，明明很害怕，还要一个人；,2
我猜你是在包场群里的。,0
再见啦美丽的阿根廷！。。,1
假如一个人的寿命为60岁，那么他总共只有21900天。,0
仓鼠在笼子的也会跑呀？给他们卖掉了吧！,0
还好吧，别太激动了,0
下次喺寒假~唔会少咗你既~,0
还说带我去游泳。！！！,4
空有一腔爱国心！,4
神马要用偷的?,3
山河是不是出走以后再没回家？,0
这不仅因为杨在新见到律师时的嚎啕大哭，也不为光武律师介绍情况时的悲从中来、难以自抑，更因我中华法治之僵死，尤其为同为法律人之检察官、法官、及律师主管者之僵死，而久难释怀。,2
你不要搞错了。。是头发不要照脸,3
我受不了了！！！！,2
剪影，我要练练！,1
保佑我爱的人都平安～,1
你眼里的法才是合理的吗？,4
我凹凸了，不看电视，不认识,0
宝宝刚才又翻江倒海般的吐奶了，我看的呆掉，外婆赶紧抱起宝宝，宝宝难过的哭了，又换了一身衣服。,2
3，《刺陵》《新少林寺》，港台傻逼别来大陆骗钱了。,3
注意身体，快比赛了，加油,1
这个点去哪里找大排呢！！,0
要冷战到什么时候呀我说...,2
心自澄明天自宽!一切都会过去的，也祝福你！,1
杭州果然是最不适宜人类居住的城市有木有啊亲！！！,4
他过的比你辛苦多了，麻痹的，装什么可怜，缺钱了么，缺钱了才会想起来他，他有多辛苦你知道么，麻痹的，这种事情发在退特上说有意思么，傻逼一个！！,3
麦哥和哥夫要永远幸福嘤！！！！,1
好期待太子的cb舞台！,1
思考我只有加座的份了！汗,2
下句接啥呢？,2
联想到其依据的哲学、精神、逻辑依据，令人不寒而栗，对日勿有丝毫幻想。,4
阿东你有咩？,1
你们都是坏人！,4
想到今晚吃多了、真是惭愧死了！,2
还好b意思说要住就住不住就搬，草泥马贱到家了！,4
没有那些情感的就不是人了，很正常啊。只是都不能过头。,0
或许、她并不爱我！,2
和我有毛关系！有关系么？,3
没什么，感慨下,0
都很急切。。。,2
恩爱！傻啊,3
最牛的摄影师就是交警，按一下快门两百，弹无虚发，十分钟不到，整条街十几辆车除了几辆跑得快的外，统统都要乖乖交钱，神马大师都是浮云！,3
羡慕嫉妒恨啊有木有很睡不着??,3
诗歌节的奖品我也还没收到。,0
我不想因为这样一句话陷得太深，等得太久，想的太多！,2
但是弱弱的问一下，媒体铺天盖地的宣传是否背离了个人的良好愿望？,3
就是巨费流量，我一般连无线网，平常下个海卓把流量关上,0
艹，我小时在河边不知捡了多少块这样的石头，都扔了。,3
有教无类，中国人说的最早，外国人做的最多。,3
中国电视被政客们折腾来折腾去，结果是娱乐至死，电视做到没有质量，庸俗不堪。,3
你也喜欢吹神么？,1
人生五耐1、耐冷(事态炎凉，要随遇而安，坦然处之)；,0
人生饮食三宝：均衡、节制、感恩；,0
劲过瘾啊！,1
你好久没出现了。下次聚餐你要来呀！,1
还很羡慕春姐的长发美好…,1
学妹是谁啊？,4
新浪微博在抽什么疯吗?,4
奶奶的兄弟在郑州索菲特等你们一帮鸟人！！！,4
去你的，你宝贝烧退啦？在等业主开会,0
结局是虽然没抓到。但我打了老鼠一棒。呵呵,3
妈的死全家不解释！,4
心理烦，开心不起来,2
后娘养的吗？,4
友人馆！！！快呕了我,4
特别简朴，特别随和的一位老人。,1
不想看那些悲凉的句子。,0
哎~让他们拿着偷来的电瓶换点钱买骨灰盒吧！,4
果然房东要我搬家！,3
我第一门语文考完就知道作文好像走题了，于是就是不眠夜啊。。。。,2
不幸被偶一语言中。不好意思不好意思，呵,2
xxx托托关系考试面试成绩单都不用就进了..........,4
不是，是饭客们在给台上的美女献哈达,1
居心叵测恶编辑，蛊惑人心为倭民。,3
出来混的迟早要还滴。,4
我也不能……,0
谢谢啊。,1
我的思念有多远，它远到我视线看不到的地方，穿越连绵不断的高山，一望无际的大海。,2
纯吗？哈哈,0
插队，走后门，滥用信任均是掩耳盗铃。,3
看杨董微薄是怒字...,0
我朝着她笑，转过楼道我才发现我的眼泪已经流到了嘴角。,2
士多店有只肥喵喵猫咪猫咪微笑，一见到距我就按捺不住了亲亲亲亲,1
你简直是神是天屎啊！！,4
那世界上最穷的动物一定是牛，因为整天“没没没”,0
是真不错！！,1
我这得瑟的一天天哦怎么总那么忙叨呢==今天被俩甲方还有一堆乙方还有公司内部流程搞晕了--他们都是喊着预备齐,3
看样子中午买是木有希望了，哎,2
明明舍不得，明明放不下，还要去放手；,2
你看到他，你就会觉得原形毕露，你觉得你做任何补妆、,0
被信任的人阴了，实在让人感到恶心。,3
你他妈的太龙逼了！牛逼已经无法描述你了！！,4
你什么座？不工作上微博！,4
你几时啊~~我饿了喔,3
如杨柳般柔软轻盈的腰啊！！！！,1
浑身痛到不行不想动！！,2
一大早先来看一条好消息！,1
客户端虽多，好用的没有一个，就连官方的都怎么看怎么像半成品。,3
一定会持续支持的赞！,1
信你咁早训得着！！,0
我在公司各种被叫小随……,0
这球看得真特么闹心，不看了，碎觉！,3
小皇儿……气死我了,4
她更心细，因为地位不同，又比情人更能帮助男人；假如是一位充满须眉气质的红颜，做事甚至会比男人更得力，这是多美妙的事情.,1
尼玛这是关爱你！督促你！以实际行动督促你！,4
前些日子我也去过那里我姐的孩儿在那里生的！,0
小攻也不能虫啊！,4
亲，交稿啦亲。,0
最近出了一个小伙子叫贾怀胤，很不错。,1
希望国家少一些不开心的事情；,1
同感，可以来点创新不？,0
别怪我没有告诉你们懒得理你…,4
王总，屏幕上怎么看到我老婆的信息阿,0
对不起。,2
不想背试卷，拿着天天洗衣券出去兑换洗发水等，其实我还蛮想买泳衣，改天去学游泳呢！,1
真是太粗糙了…,3
是不是我不够有孝心…,2
没得睡………,2
我还真的希望他快点结束呢~看得我没激情了都,3
你不要想了，不可能放过你们的,4
莫非你是铁路的~,0
比国内便宜！我也想度假,1
好的，我也考虑换只猫最近才看清，这只猫有点脏。,3
骂你们还真是每个老百姓应尽的义务啊！,4
曾经我也这样被宠爱过。但也就只是曾经了吧。,2
我晕贵妇，这话说得,0
不除了你们这些所谓的孽障我誓不为人...!!!!!!!,4
一大男人。。。,3
哪有这样对员工的，怎么说我也是个高级经理！,4
人在咖啡店说话的声咋越来越大了呢？,3
人最可怕的就是被自己喜爱的物品拖着走····永远走不到尽头永远觉得买不够·占有欲过强其实是一件很悲哀的事,2
谈吐哈差！接客一刚！,3
因38节，听捡破烂老张说有家拿破仑超好吃，小慧老师请女同胞们吃。,1
我吗？有的…,0
重要的是你不好这样搞得像宾得你让我怎么说你比他强啊〒▽〒！,4
大了，没有往日的欢乐，有的只是多愁善感，有的只是孤独，默默的待在小屋里手里拿着一只香烟吸一口寂寞吐出的是孤独！,2
今晚舞动要加油啊~~~~强壮强壮强壮强壮强壮奥特曼代表奥特曼赐予你们力量~~爱你爱你,1
靠别人的努力来实现自己的梦想的人才垃圾呢恶心！这种人直接忽略掉的呀,3
一直跟我肩并肩的走，神经病！,3
可是我居然心水的人全是水瓶座的~~,2
110114厉旭推特更新：吃完妈妈做的好吃的饭~~^^,1
回家打他打他去！！！,4
天使在哪呢？我没看到但我感觉到他快要接近我了。,0
一名来自玻利维亚的男子因签证过期遭英国内政部边境署驱逐出境。,0
我一直都恨嫁，不嫁之心愈演愈烈,2
晕倒不准玷污春晚，那是我的偶像。,3
回家还是旅游去了啊？,0
冰爽到无朋友啊！哈哈哈哈哈哈,1
还我琵琶！！！,4
去个新地方也看看新鲜，也不错的,1
那怎么办啊？,0
哇，你考什么呀？,1
会阿，不是上次贴过一个照片阿，被你评论说像番茄炒蛋阿呵呵,1
我只打开了自带浏览器上新浪网，体验不好，因为用的是电阻屏，触摸的手感不舒服，双击网页放大，就是慢动作，卡的不行。,3
公的母的啊？,2
不知道是哪个2球把我脚砸啦,4
羡慕嫉妒恨啊！,1
————这样的xx要爱你去爱吧~,4
你又查我隐私啊！我告你的哦！,3
当我对所有的事情都厌倦的时候，我就会想到你，想到你在世界的某个地方生活着，存在着，我就愿意忍受一切。,0
啥也浇息不了我的满腔怒火！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,4
劳资是流氓！！！,4
没我看机身。。。毕竟这2家的机器我都有,0
(政府为何不救济？),3
现在的官员认识水平真是无奇不有。,3
偷镜头？还是个懂行的贼啊。,3
吓到我昨晚做噩梦--,3
你怎么忽然变的那么老~,3
曾经的东山，现在是越秀，我地的广州都已经变成过去式~,2
晕倒…太看不起人了,2
哦哦。没事。那找机会姐陪你去哈,0
可是，灿烂的微笑也没办法阻挡它们走向灭绝的步伐。,2
啧啧，佩服,1
真恐怖，越来越露骨了。,3
悲催的旅行，本应该在飞往成都的飞机上，可我们的飞机到现在还没从成都起飞呢。,2
可我为什么要难过呢？,2
你失恋？？？,2
泪我的骁啊，你为什么要穿这件衣服....,2
哎呀你咋那么烦！！,3
宣传部并非陈能随意调动，本欲一笑置之，但恐误导视听，故公布证据如下，请三明黄琪玉书记、宣传部徐铮部长二位：约束部下，勿做无谓之举。,4
你是想饿屎吧……,3
何忌你个猥琐佬+1,3
我觉得还不错哎！,1
急求多重？,0
欢迎各位理科生指导。,1
为什么男人老觉得自己占了便宜，女人老觉得自己吃了多大亏似的呢？,3
恩，好漂亮~,1
勒个有点搞笑，确实，伤不起啊,2
你们每个律师来见，都去核实吗？,4
我之前也有一件，莫名其妙就丢了，真么多年都找不到那种质量的了。,2
拜金是中国教育死结，务必尽快解开！,3
是的啊！我想每天来微博看姐的消息,4
肯定不介意啥！跟着你们有肉吃！,1
昨晚医院突然调来男病人到其所在的女病房，半夜男病人对其母亲进行了性搔扰，报警，警察不管，医院推卸责任，医院还声称该男病人是神精病人!,4
完了，发现我不知不觉买到的衣服都是墨绿色的。。,0
为啥我坐像吃相都噶农民啊。。帮民工呆久了就是不好呀！,4
对不起、对不起、对不起、,2
快上快上，我都没见过我那么大眼,1
信任的缺失，难道不是从记者、网民甚至知识分子，不分青红皂白地谴责甚至攻击、威胁路人，公权力发起谴责这些行为开始吗？,4
你妹我是有多喜欢银饰品！！！！,1
读书读傻的。据说跟交往6年的女友木有那个过。要婚后才可以有。,3
请问他都不算非杀不可，什么样才叫非杀不可？,4
前景美好。,1
=讨厌不需要理由，凭什么要喜欢全世界的人=。,3
懂得人自懂，不要让人老替你擦屁股。,3
但不要把眼泪作为一个结束，而是要储存更多的爱去守护他们，有人问我你是亚当饭？,1
你说得实在太好了，肿末会有你酱紫的朋友，太欣赏了！,1
我希望是天堂之门啊。,1
天朝，你究竟是有多么敏感啊！,4
会长大人辛苦了！多保重哈！,1
呃…下次有钱我地自己去！,2
股民难眠，焦虑通宵，欲与通胀试比高。,2
此事不清楚。律师辩护要经过当事人同意啊，当事人什么意见？,0
呀，这张好玩，又发明新玩法啦,1
这一倒下竟永别了他热爱的医师岗位，英年早逝，令人悲痛不已，一直不相信这是事实，苍天怎么没有厚爱好人、好医师！,2
现在，最让我放心的酸笋就是自家在桂林用清清的泉水泡的酸笋，既好吃，又安全，在南宁是绝对泡不出这种味道的酸笋的。,1
只源于心中小小角落萌动的初芽，只是梦想无法实现。,2
爽是爽，爽过以后就悲剧了，,2
十几天没有中餐的日子太难过了！,2
江苏卫视这舞台要是能像湖南卫视那样，观众离舞台近，大家都站着就好了，更有气氛了，夏姐姐那么热情的唱，观众老远老远的坐着看，真浪费这么有感染力的表演！！,1
谢谢爸妈最后给我的信任和任性，我会无坚不摧起来，哪怕很可笑，但这就是我啊，,1
不要….一切法定节假日都不需要上班,3
生日快乐喽。。。,1
为什么，你不是答应给我看的吗！呜呜，你赖皮,2
我想看电影捏……,0
我一向不太欣赏芭莎，不管是杂志内容还是映照风格都与我口味不合。,3
有没有留学考研的书啊？,2
泛黄的照片，低头的沉思，不论想什么做什么，我们都是彼此永远的好兄弟，也是对方在这世上最亲的人。,1
不过妈妈比我还辛苦！,2
集体起床！！！,4
我说你们这群脑残的能别丢中国人的脸么？,4
我也不奢望有轰轰烈烈的爱情，也害怕信誓旦旦。,0
祝天下所有的妈妈节日快乐!心康乃馨康乃馨,1
呵呵非常想去帮他呐喊'去不了'一堆事,2
强壮真是老大徒伤悲那....抵消抵消抵消,2
弗成能的嘛！,3
真想搬到你家，多方便的地方啊。,3
让我们一起梦到，来到白沙呢喃的海边，从胸中放出洁白的鹅舟，载着心儿去海中流浪。,1
朋友、路人们不要再问我刘海是哪儿烫的啦tatatatatatat,2
我在新疆呢，这里的夜晚才刚刚开始，3小时时差！嘿嘿,0
那么多造成污染，有毒食品公司也没见被严惩。,4
我真的不想改了。。,3
放我家院子里帮我看门！要么送你？,0
罩猛越，我有木有打错,3
牺牲是光荣的，放任自流被污染是可耻的！,4
可怜我的老潘要变成冰水美人了…,2
老妹，我也给你写个角色过来帮我演哈,0
呀哈、这次去了家直营店就是没表演看了,2
我后悔了早知道我看源代码了……,2
想死！！脸红自爆脸红自爆脸红自爆,4
盛名之下其实难负……,2
买了个特价马桶，结果丫的不送货！,4
咋看是一件普通t恤，但其内部其实是将传导线缝进t恤中，并加入按钮，那些整天赖在沙发上看电视的懒人们，连伸手拿遥控器的劲都省了，直接戳自己身上。,1
所以我不接受这条约，话费我也不要了。,0
除了这个项目，其他的我都怕死过去！,2
的媒体人真是敬业啊，前排最左边的一位至少半程开着明晃晃的笔记本在黑漆漆的影厅里工作。,1
我非常想知道这没漂亮的海报一共做了多少张！是一直发到开机那天吗？,4
狠狠的健康、狠狠给力、狠狠的快乐！,0
靠。就凭你这句话，今天晚上十二点前发给你。靠靠靠,4
换了搜狗的拼音输入法，果然打字速度快多了，用起来很过瘾！,1
改革开放以来，中国做得最好的是日用工业品生产。,1
我比你更愁苦！！,2
什么时候拍的?我都不知道,0
在杭州啊~~在律所啦,0
晚上得补乐理课！,3
这是假新闻。我刚刚还和她通过电话呢！,3
有了百合，在异乡也能感受到南大的美好和温暖，爱我南京大学！！！,1
假如我是代表和委员，我一定要提出一个建议：全面恢复我上学那个时代的英雄形象，刘胡兰、董存瑞、邱少云、雷锋、王进喜，他们的精神才是真正的中华民族的精神。,1
全球时尚啊，你省省力吧，心胸如此狭隘，对人家慈善的义举你不加赞赏，还阴暗兮兮的你够得上全球时尚的桂冠吗？,3
社会主义国家应该发挥自己独特的优越性，深入到人民生活的方方面面，对精神垃圾进行残酷的、彻底的清除，毫无留情。,3
我真的想不明白社会的发展竟然到了如此地步，到底是良心磨灭，还是社会现实。,3
老有人自己拍了，过一会觉得不想要还是怎么滴了又自己关掉。,4
它没在吃啊~,3
很不舒服！,2
用我心抚平你额上的皱纹，用我的情感染黑您头上的白发。,1
这次第，怎一个愁字了得。,2
再夸第三批好演员:李凤绪、李解、丁嘉丽、郑昊、李京哲、王雨、刘佳佳、战菁一、祁映诺、张译文、宋雨霏、王茂蕾、张大铎、施大生。。。,1
你真的是...受不鸟你,3
今天从蒙专校园里走出来心情很沉重。,2
你真会联想，哈哈,1
妹子不要误会，我说的是这些化学物质是否是假货！,0
绝对吃伐下好伐，看到肉吓了呀,0
没我个正面照你想毁，过年继续！,1
真没有，楠哥昨儿告诉我滴,0
我也要，你们等了多久？,2
还未结婚就注定了两地分居。,2
我试图向裁判解释，但他整晚上都对我们不利。,3
恩恩，我也是~,1
受不了了！！,2
服务员说那个是外卖的，需要打400电话统一订餐。,0
很漂亮嘛，有机会要去看看,1
他吃的是特供的，我tm吃有毒的。,4
够呛吧...,3
我想发坏笑的表情但这里没有~~,0
那人家去陪你啊...,0
谁愿意写出来让人看笑话。,4
主要一不小心开了两个，有点冲突哈，原来那个也没什么东西哈，从新开始,1
真的好想你，每天不停的看着你的影视一遍又一遍，不断的提醒自己你所有鼓励的话。,1
双手双脚算不算不理不弃！,0
向所有传统手工艺的传承者致敬!,1
至今还在耍生化4高清版,0
别自己打自己、我心痛、,2
俺各种十分的期待啊啊啊~~~,1
你又不胖…减屁啊！,1
我就可奇怪了，为啥连衣服也偷？偷了能干吗啊？,4
怎么混的…你说你,1
师兄，这里拥抱啦、,0
不是抹杀那么简单，是忘本！,4
唉~为嘛我不是在上海捏~,2
小龙酱你也算是经纪人界的奇葩！！！！！,3
您什么时候来单位啊，姐姐！！,1
感谢所有今晚从头至尾为巴萨呐喊至死的红蓝球迷！！！,1
是的哎睡吧睡吧嫉妒你！！！,1
你怎么还不检讨啊！,4
你是吓大勒…我是唬大勒…噢尼玛…,4
所有的游戏都是要花钱买或者花钱下载，所以你选银行算对了。,1
回家的路该有多么漫长啊？,2
钢筋水泥啊，埋掉的是多少无法复原的生态和单纯的美好,2
看了220年巡展，惊叹每款展品从整体造型到表壳雕刻到机芯设计，无不精美之至，脑中只有炉火纯青四字。,1
怎么不？,0
我也想吃，下回弄到我吃啊.~,0
我错了但我马上就跟牙签儿肉承认错误了！！特真诚,0
今天晚上电视上播出两部邵氏佳片，同时播放看不过来了，呵呵，只能两者选其一，一部是cctv6播的罗维导演的《金菩萨》，一部是济南都市频道的《鬼马神偷》，因为比较喜欢刘永和梁家仁，还是看《鬼马神偷》了，呵呵，果然是非常有趣的一部佳片。,1
白雪牌冰砖是我儿时的最香浓的回忆，那时会在夏天的傍晚，搬张躺椅坐在弄堂里，妈妈这时就会拿一块冰砖出来，用小洋刀对半斜角切开(为了看上去大点)分给我和狗狗，我就拿着盘子用调羹挖着吃，妈妈就舔舔包冰砖的那种油纸头。,1
受月球的影响，不分男女。我的大姨爹也快来了！,2
呵呵，亲爱的我最近关注最多的就是天蝎座，天蝎座伤害我了，好痛,2
和你们有些人关系好，当他们是兄弟我才不好说什么。,0
绝对伤不起！！,2
洗涤心灵，净化思绪的圣洁地方,1
真的假的，头等舱你能打折啊！,0
你睇我关注边个…你更变态…,3
签字就能宣传人家认可该结论？,4
可我就得在这看着爪机听消息有木有这样玩的有木有啊！！！！！抓狂,2
前两天过完了37岁生日，无聊之余想想人生。,0
有次在火车上认识一个准备考大学的笔亲，我曾答应他考上好大学就送他签名专辑，可是因为种种原因我失去了他的联系方式，对不起。,2
虽然感冒胃疼的失望，但我看看不参与，看上去好疼啊!!!,2
-轮不到你们叫--那孩子挺好的不就是崇拜郑允浩么不就是长的好看么你们嫉妒个屁,3
也许只有等到了分别之后才知道，曾经一起说过的话，曾经一起唱过的歌，曾经的一起肆无忌惮的欢笑，曾经的那些点点滴滴，都显得那样的珍贵。,0
各种没电的人你们伤不起啊伤不起！！！,4
我不用那个东西!~,3
很久没犯这样幼稚的错误了，想想真是气自己。委屈委屈委屈,2
我靠！别太过分了喔,4
国民素质须提高，爱护动物祭苍生。,3
个体人士等于主义？你能说某个教徒不好，而连人家的宗教都给否定？,3
你不是值班嘛!,4
还有，谢谢你们，郑允浩，沈昌珉，谢谢你们的坚持和相伴，东方神起最高！！！！！！！！！！！！,1
我丢又不是基佬，以前说和你是情侣你说我傻逼现在晚了,4
行了行了我把你也看了，你就是个我的手下败将了,1
